1.0,255.0,3.6666667461395264,3.0,255.0,5.0,5.0,255.0,255.0,255.0,0.0,2.6666665077209473,18.0,0.0,0.0,0.0,0.0,0.0,0.0,11844.083325843016,15876.0,0.0,5625.000000000001,11718.75,0.0,0.0,0.0,0.08333335320154944,15792.111101124021,0.33333329359690467,0.44444439146253956,11844.083325843016,15792.111101124021,11844.083325843016,11907.0,0.36000000000000004,0.75,15876.0,11907.0,15876.0,11718.75,15625.0,0.0,0.0,0.0,0.0,5625.000000000001,11718.75,5625.000000000001,11718.75,15625.0,11718.75,0.0,0.0,0.0
1.0,255.0,2.0,2.0,255.0,3.0,3.0,255.0,89.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12001.6875,16002.25,0.0,5715.360000000001,11907.0,0.0,5166.75,6889.0,0.0,16002.25,0.1875,0.25,12001.6875,1892.25,1419.1875,12001.6875,0.09000000000000001,0.1875,16002.25,1419.1875,1892.25,11907.0,15876.0,0.0,6889.0,5166.75,0.0,5715.360000000001,1386.75,665.6400000000001,11907.0,1849.0,1386.75,5166.75,6889.0,0.0
1.0,89.0,11.333333015441895,11.333333015441895,89.0,16.0,16.0,255.0,255.0,255.0,0.0,8.666666030883789,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1131.0208425919216,1508.027790122562,0.0,479.61000000000007,999.1875,6889.0,5166.75,6889.0,0.0,1508.027790122562,4.08333388964337,5.44444518619116,11132.520862380663,14843.361149840885,11132.520862380663,1131.0208425919216,1.960000267028818,4.08333388964337,14843.361149840885,11132.520862380663,14843.361149840885,999.1875,1332.25,5166.75,6889.0,5166.75,0.0,5140.89,10710.1875,5140.89,10710.1875,14280.25,10710.1875,0.0,0.0,0.0
1.0,255.0,5.333333492279053,4.0,255.0,9.0,9.0,255.0,255.0,255.0,0.0,0.6666666865348816,24.0,0.0,0.0,0.0,0.0,0.0,0.0,11687.520818452042,15750.25,0.0,5446.4400000000005,11346.75,0.0,0.0,0.0,0.33333341280619777,15583.361091269388,2.520833114782974,3.361110819710632,11687.520818452042,15583.361091269388,11687.520818452042,11812.6875,2.2500000000000004,4.6875,15750.25,11812.6875,15750.25,11346.75,15129.0,0.0,0.0,0.0,0.0,5446.4400000000005,11346.75,5446.4400000000005,11346.75,15129.0,11346.75,0.0,0.0,0.0
1.0,255.0,1.0,1.0,255.0,1.0,1.0,255.0,255.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12096.75,16129.0,0.0,5806.4400000000005,12096.75,0.0,0.0,0.0,0.0,16129.0,0.0,0.0,12096.75,16129.0,12096.75,12096.75,0.0,0.0,16129.0,12096.75,16129.0,12096.75,16129.0,0.0,0.0,0.0,0.0,5806.4400000000005,12096.75,5806.4400000000005,12096.75,16129.0,12096.75,0.0,0.0,0.0
1.0,255.0,3.0,3.0,255.0,3.0,3.0,255.0,255.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11907.0,15876.0,0.0,5715.360000000001,11907.0,0.0,0.0,0.0,0.0,15876.0,0.0,0.0,11907.0,15876.0,11907.0,11907.0,0.0,0.0,15876.0,11907.0,15876.0,11907.0,15876.0,0.0,0.0,0.0,0.0,5715.360000000001,11907.0,5715.360000000001,11907.0,15876.0,11907.0,0.0,0.0,0.0
1.0,255.0,19.0,5.333333492279053,255.0,19.0,15.0,255.0,255.0,255.0,0.0,0.0,7.999999523162842,0.0,0.0,0.0,0.0,0.0,0.0,10443.0,15583.361091269388,0.0,5012.64,10800.0,0.0,0.0,0.0,35.020832518736526,13924.0,0.0,4.0,10443.0,13924.0,10443.0,11687.520818452042,16.809999608993536,17.520832757155105,15583.361091269388,11687.520818452042,15583.361091269388,10443.0,14400.0,0.0,0.0,0.0,3.0,5012.64,10443.0,5012.64,10800.0,14400.0,10800.0,0.0,0.0,0.0
1.0,255.0,1.0,1.0,255.0,1.0,1.0,255.0,255.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12096.75,16129.0,0.0,5806.4400000000005,12096.75,0.0,0.0,0.0,0.0,16129.0,0.0,0.0,12096.75,16129.0,12096.75,12096.75,0.0,0.0,16129.0,12096.75,16129.0,12096.75,16129.0,0.0,0.0,0.0,0.0,5806.4400000000005,12096.75,5806.4400000000005,12096.75,16129.0,12096.75,0.0,0.0,0.0
1.0,255.0,1.0,1.0,255.0,3.0,3.0,255.0,255.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12096.75,16129.0,0.0,5715.360000000001,11907.0,0.0,0.0,0.0,0.0,16129.0,0.75,1.0,12096.75,16129.0,12096.75,12096.75,0.36000000000000004,0.75,16129.0,12096.75,16129.0,11907.0,15876.0,0.0,0.0,0.0,0.0,5715.360000000001,11907.0,5715.360000000001,11907.0,15876.0,11907.0,0.0,0.0,0.0
1.0,255.0,3.0,3.0,255.0,7.0,7.0,255.0,255.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11907.0,15876.0,0.0,5535.360000000001,11532.0,0.0,0.0,0.0,0.0,15876.0,3.0,4.0,11907.0,15876.0,11907.0,11907.0,1.4400000000000002,3.0,15876.0,11907.0,15876.0,11532.0,15376.0,0.0,0.0,0.0,0.0,5535.360000000001,11532.0,5535.360000000001,11532.0,15376.0,11532.0,0.0,0.0,0.0
1.0,255.0,3.3333332538604736,3.3333332538604736,255.0,6.0,6.0,255.0,104.0,104.0,0.0,2.6666665077209473,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11875.520840833584,15834.027787778112,0.0,5580.090000000001,11625.1875,0.0,4275.1875,5700.25,0.0,15834.027787778112,1.3333334128061942,1.7777778837415923,11875.520840833584,2533.4444484445785,1900.0833363334339,11875.520840833584,0.6400000381469733,1.3333334128061942,15834.027787778112,1900.0833363334339,2533.4444484445785,11625.1875,15500.25,0.0,5700.25,4275.1875,0.0,5580.090000000001,1800.75,864.3600000000001,11625.1875,2401.0,1800.75,4275.1875,5700.25,0.0
1.0,104.0,1.3333333730697632,1.3333333730697632,104.0,2.0,2.0,255.0,255.0,255.0,0.0,0.6666666269302368,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1976.3333318034806,2635.1111090713075,0.0,936.3600000000001,1950.75,5700.25,4275.1875,5700.25,0.0,2635.1111090713075,0.08333332339922617,0.11111109786563489,12065.020829553405,16086.69443940454,12065.020829553405,1976.3333318034806,0.03999999523162857,0.08333332339922617,16086.69443940454,12065.020829553405,16086.69443940454,1950.75,2601.0,4275.1875,5700.25,4275.1875,0.0,5760.81,12001.6875,5760.81,12001.6875,16002.25,12001.6875,0.0,0.0,0.0
